Feature 1,Feature 2,R²,Adjustiertes R²,AIC,BIC,P-Wert (Feature 1),P-Wert (Feature 2)
Brot,Konditorei,0.13100485155010977,0.1287670958030286,17367.354148774517,17387.609764620403,3.698924861486757e-28,1.84410124760298e-20
Brot,Konditorei,0.13092230599448762,0.12868433768374388,17367.465186416022,17387.72080226191,6.003704152341433e-26,8.60338063385865e-21
Temp_Cold,Temp_Warm,0.1297499860000797,0.1275089988395649,17369.041016289462,17389.29663213535,5.738144162251076e-10,4.266475671713715e-06
Brot,Konditorei,0.12941612672917446,0.12717427984521534,17369.489400819803,17389.74501666569,1.0415937664234159e-26,2.3534032313272712e-21
Brot,Konditorei,0.1293189454691822,0.12707684833305133,17369.619886297613,17389.8755021435,1.1248666154156296e-26,1.9070905447520986e-21
Brot,Konditorei,0.12925024567857124,0.1270079716331084,17369.71212086112,17389.967736707007,2.9510531950278763e-26,7.018781282736249e-20
Brot,Konditorei,0.12844962101661428,0.1262052852767429,17370.786482594573,17391.04209844046,4.679319618407001e-26,1.6035344148225227e-19
Brot,Konditorei,0.12811347089819947,0.12586826953570562,17371.237269762692,17391.49288560858,3.221014863681233e-26,4.353969112948596e-21
Brot,Konditorei,0.1280195404602973,0.1257740972168474,17371.363202167777,17391.618818013663,1.3272626684800207e-26,3.40489909982718e-21
Brot,Konditorei,0.1275029549242206,0.12525618141758776,17372.055545299434,17392.31116114532,5.721206448313211e-27,3.113581211748107e-20
Brot,Konditorei,0.1273923853597233,0.12514532712459814,17372.203680622264,17392.45929646815,9.046990804676658e-27,4.878588989395867e-21
Brot,Konditorei,0.12707794998210697,0.12483008204214674,17372.624842138855,17392.880457984742,6.10606236966225e-25,1.3699686084381194e-20
Brot,Konditorei,0.12654668774939648,0.12429745175218465,17373.336081638234,17393.59169748412,7.358836946511122e-27,2.749614976582065e-21
Temp_Very_Cold,Temp_Cold,0.12629566218183408,0.12404577976685172,17373.67199739316,17393.927613239048,4.793497488555457e-05,1.2262163796534635e-16
Brot,Konditorei,0.12598014050823814,0.123729445591092,17374.094083258893,17394.34969910478,3.1764377952533863e-26,5.318366330036251e-21
Temp_Mild,Temp_Warm,0.1255605867672901,0.12330881145424455,17374.65510099632,17394.910716842205,1.0130599304343416e-08,1.1299884212360205e-15
Brot,Konditorei,0.12526963262951596,0.12301710807834731,17375.044000226077,17395.299616071963,1.2864406485625579e-26,4.4096115655165756e-21
Brot,Konditorei,0.1243942582043378,0.12289236156317895,17374.213275981732,17389.40498786615,8.727493641138279e-27,3.787260172478813e-21
Brot,Konditorei,0.12485616230508445,0.12260257302346667,17375.59643630046,17395.852052146347,9.540479239140905e-27,3.398612973969376e-21
Brot,Konditorei,0.12481781874274445,0.12256413072233951,17375.64765375812,17395.903269604005,8.464983454227751e-27,3.342882918457342e-21
Brot,Konditorei,0.12474164664001641,0.12248776246827398,17375.749394075923,17396.00500992181,1.8088876616887556e-26,4.930561311334589e-21
Brot,Konditorei,0.12468639928724667,0.12243237284764308,17375.823180423587,17396.078796269474,1.714946922126241e-26,4.319182309229823e-21
Brot,Konditorei,0.12445381539990963,0.12219919003184077,17376.133759909368,17396.389375755254,1.0843934823888496e-26,4.2083160669115406e-21
Brot,Konditorei,0.12440506154927378,0.12215031063480841,17376.198852608817,17396.454468454704,2.9264552806493597e-26,8.805546193500135e-21
Brot,Konditorei,0.12439980444642929,0.12214503999436,17376.205871304912,17396.4614871508,9.244762985791945e-27,4.007646610438034e-21
Brot,Konditorei,0.12439748960588959,0.12214271919285757,17376.208961807894,17396.46457765378,3.9493642864332994e-26,8.119806226731644e-21
Temp_Cold,Temp_Mild,0.12003883112258507,0.11777283669629135,17382.01368686174,17402.269302707628,4.681117467382813e-14,0.004146565046451421
Konditorei,Temp_Cold,0.11963416142360273,0.11736712492941459,17382.551153916942,17402.80676976283,0.005574054113249375,1.6969673316758022e-15
Konditorei,Temp_Cold,0.11896094269793134,0.1166921725932909,17383.444750534585,17403.70036638047,3.8988162091608474e-13,5.560613710571774e-18
Weather_Unknown,Samstag,0.11848195494613034,0.11621195139663543,17384.080119107773,17404.33573495366,0.0004807979970013535,4.3415321114875943e-13
Temp_Mild,Samstag,0.11831703318881626,0.11604660494810082,17384.298804933795,17404.55442077968,0.0005403902806456897,1.4901404269317403e-13
Temp_Cold,Mittwoch,0.11802184198844667,0.11575065359871739,17384.69012559239,17404.945741438278,1.0715316638541248e-14,0.018455845554111578
Temp_Cold,Sonntag,0.11800135932964062,0.11573011819486723,17384.717273600418,17404.972889446304,6.212726312757323e-15,3.0150170154928453e-19
Temp_Cold,Sonntag,0.11787138629585847,0.11559981046657741,17384.88952702079,17405.145142866677,1.769800869008965e-14,5.393787970833359e-18
Temp_Cold,Dienstag,0.11757514181509665,0.11530280312449182,17385.282045362434,17405.53766120832,9.153021916166282e-15,0.02589954359443218
Temp_Cold,Sonntag,0.11754079166181952,0.11526836451588429,17385.327550140846,17405.583165986733,1.4378571465888958e-15,8.219245996063672e-19
Temp_Hot,Samstag,0.11728790524422872,0.11501482688863451,17385.662502588428,17405.918118434314,0.0011233120853010657,1.8409015680757198e-13
Temp_Cold,Temp_Hot,0.11728397993069306,0.11501089146699528,17385.667700977967,17405.923316823853,1.845759439797463e-13,0.03237475510563744
Cloud_Cloudy,Samstag,0.11670590035988981,0.11443132327927152,17386.433013741313,17406.6886295872,0.001703065864192093,6.072529483444926e-13
Temp_Cold,Wind_Moderate,0.11657441880983577,0.11429950315011861,17386.607010707517,17406.862626553404,2.191617535137342e-14,0.05631054785790055
Temp_Cold,Cloud_Cloudy,0.11629295905704917,0.11401731860826902,17386.979395269565,17407.235011115452,8.012533172548124e-13,0.070476114427353
Temp_Cold,Weather_Unknown,0.11599437844236549,0.11371796911646603,17387.374301918466,17407.629917764352,2.3106307865174042e-12,0.08976906675811377
Temp_Cold,Weather_Moderate,0.11568403105830594,0.11340682255459344,17387.78463010497,17408.040245950855,8.010415513517361e-14,0.11605557250438173
Temp_Cold,Cloud_Partly_Cloudy,0.11566213803497194,0.11338487315437529,17387.81357069677,17408.069186542656,2.877826918209807e-14,0.11820599195798594
Temp_Very_Cold,Samstag,0.11525173557185109,0.11297341386087734,17388.355952981994,17408.61156882788,0.004863991919326173,2.0672776435620237e-13
Temp_Cold,Wind_Light,0.11485352039402885,0.1125741732362453,17388.881988275672,17409.13760412156,1.1662274168312884e-14,0.24067656440082907
Temp_Cold,Wind_Strong,0.11483052818037098,0.11255112181517024,17388.912353361346,17409.167969207232,2.174941271561884e-14,0.24591221612291017
Samstag,Sonntag,0.11471153709537008,0.11243182431535814,17389.069488502315,17409.3251043482,1.470746787994714e-13,6.322862810884698e-24
Temp_Cold,KielerWoche,0.11466667052399948,0.1123868422077523,17389.128732121895,17409.38434796778,4.9062019292000086e-14,0.28759778607712594
Saisonbrot,Temp_Cold,0.11466240008242046,0.11238256076932795,17389.13437082768,17409.389986673566,0.28879813835755574,3.093940429819951e-14
Temp_Cold,Freitag,0.11462685429958341,0.11234692345228625,17389.18130454652,17409.436920392407,1.1547868264786539e-14,0.2990417218590453
Temp_Cold,Sonntag,0.11380651591315316,0.11228645847904195,17388.26393460531,17403.45564648973,1.15434364058822e-14,1.0849948592742795e-18
Temp_Cold,Montag,0.11451899904170049,0.11223879045554186,17389.323702266694,17409.57931811258,1.4445298944998398e-14,0.3331503955682442
Temp_Cold,Donnerstag,0.1144355992163566,0.11215517586669921,17389.43380039947,17409.689416245357,9.935295480447457e-15,0.3631592181963602
Temp_Cold,Weather_Good,0.11433041093571283,0.11204971671494646,17389.57264721578,17409.828263061667,9.562757996407492e-15,0.40663198781836707
Temp_Cold,Weather_Severe,0.11431727984774187,0.11203655181301508,17389.589978880136,17409.845594726023,1.0563254955591466e-14,0.41257734732716433
Temp_Cold,Sonntag,0.11414300351116702,0.1118618266961744,17389.81998110498,17410.07559695087,9.550918122678042e-15,1.007772515423799e-18
Temp_Cold,Cloud_Clear,0.11401591332401373,0.11173440923815281,17389.987680601793,17410.24329644768,6.895600113218355e-14,0.5998709313448971
Temp_Cold,Sonntag,0.11396985474804244,0.11168823205640654,17390.04845040189,17410.304066247776,5.947295943016425e-14,1.0257518246118074e-18
Temp_Cold,Weather_Light_Issues,0.11385452677847063,0.11157260710493888,17390.200600555872,17410.45621640176,2.3184498047787862e-14,0.8016766978587309
Wind_Moderate,Samstag,0.11289974216698584,0.11061536382063475,17391.459470997957,17411.715086843844,0.027843151462897796,2.561939636451686e-13
Cloud_Clear,Samstag,0.11244187641872272,0.11015631901894263,17392.062680130715,17412.3182959766,0.03955512687605948,1.9737834468172782e-13
Weather_Moderate,Samstag,0.1121160606998961,0.10982966428968133,17392.49173223841,17412.747348084296,0.05096372451909278,8.714890008418192e-13
Saisonbrot,Samstag,0.11192693847365354,0.10964005505341401,17392.740706603454,17412.99632244934,0.059136095292631696,1.9235838529676261e-13
Konditorei,Temp_Cold,0.11151075464567639,0.10922279950742497,17393.28841483966,17413.544030685545,1.7939015420848247e-13,1.2420708529221865e-11
Samstag,Sonntag,0.11129790379915672,0.10900940054713737,17393.568432680117,17413.824048526003,3.5416531355543855e-13,2.061275632499158e-24
KielerWoche,Samstag,0.11121623318868845,0.10892751962608427,17393.675857381142,17413.93147322703,0.10486846348452086,4.918032581605358e-13
Cloud_Partly_Cloudy,Samstag,0.11119556161267885,0.10890679481854848,17393.703045986786,17413.958661832672,0.10667416744454754,5.694875194607227e-13
Wind_Strong,Samstag,0.11111552579184136,0.10882655289688481,17393.808308357453,17414.06392420334,0.11399411519816094,2.599112950000542e-13
Konditorei,Samstag,0.11099355652118581,0.10870426954227042,17393.968702987066,17414.224318832952,0.12623701284444308,5.507920095508073e-13
Temp_Warm,Temp_Hot,0.11076753473431522,0.10847766572504736,17394.265872809385,17414.52148865527,1.452342746470029e-11,0.00026814959941213855
Weather_Light_Issues,Samstag,0.1105338629068866,0.10824339216759105,17394.57302138135,17414.828637227238,0.18762266244436096,2.1248535894602053e-13
Wind_Light,Samstag,0.11024739674854578,0.10795618832815579,17394.94945507598,17415.205070921867,0.2433291909995464,2.521821001782586e-13
Samstag,Sonntag,0.1102282680247717,0.10793701034586556,17394.97458704822,17415.230202894105,1.1237427843031039e-12,8.075269378511073e-25
Samstag,Sonntag,0.10920674289284582,0.10767879562508065,17394.315917488344,17409.50762937276,2.483093485740698e-13,9.009153358009074e-25
Mittwoch,Samstag,0.10985075022681112,0.10755852039906899,17395.47047233409,17415.726088179978,0.3587709631899133,2.53207365604344e-12
Samstag,Sonntag,0.10979668306856594,0.10750431401209015,17395.541474571728,17415.797090417615,2.5333523377787555e-13,8.0505763269137635e-25
Donnerstag,Samstag,0.10970322305812896,0.10741061333209845,17395.664198240967,17415.919814086854,0.42039506516163194,2.3327477804172957e-13
Weather_Severe,Samstag,0.10967635106852824,0.10738367214424127,17395.699481848176,17415.955097694063,0.43326219193913895,2.332976488230904e-13
Dienstag,Samstag,0.1095317850009696,0.1072387338035472,17395.889282505705,17416.14489835159,0.5144562291147955,1.9798439035080015e-12
Weather_Good,Samstag,0.10946871231346234,0.10717549869710219,17395.972080924923,17416.22769677081,0.5583822390456068,2.446036175972811e-13
Freitag,Samstag,0.1093382572388113,0.10704470768663654,17396.143316697726,17416.398932543612,0.6783965791738662,3.930457733456855e-13
Samstag,Sonntag,0.1093065220400985,0.1070128907663821,17396.18496863426,17416.440584480148,2.400703583119762e-13,8.852167767431455e-25
Montag,Samstag,0.10929982952945116,0.1070061810218017,17396.193752257073,17416.44936810296,0.7272033742874243,4.694696782083618e-13
Brot,Temp_Cold,0.10675368375993466,0.10445347865373711,17399.530675699345,17419.78629154523,4.2616569713047355e-12,1.6786136477527334e-07
Konditorei,Temp_Warm,0.1064706206843995,0.10416968666041082,17399.90106437084,17420.156680216725,0.00562331560839256,1.1205782101739539e-11
Temp_Warm,Sonntag,0.10506909529381503,0.10276455219156733,17401.73323647062,17421.988852316506,9.156450111847046e-11,1.1582127057202148e-18
Konditorei,Temp_Mild,0.10504228540188876,0.1027376732612928,17401.768256262716,17422.023872108603,7.927909621046561e-13,9.347261119234588e-10
Temp_Warm,Mittwoch,0.1049162814562522,0.10261134484197654,17401.932831908805,17422.188447754692,6.772049486531867e-11,0.017522510809622548
Temp_Very_Cold,Temp_Warm,0.10482528628852372,0.10252011535192773,17402.051667658157,17422.307283504044,0.018747779456924442,2.1817024267563875e-10
Temp_Warm,Weather_Unknown,0.10460170665118418,0.10229595997303276,17402.343601688637,17422.599217534524,4.750525054077604e-09,0.02214852147675707
Konditorei,Temp_Very_Cold,0.10452814099874064,0.10222220488114087,17402.439642429104,17422.69525827499,1.9042917065843116e-12,2.885052467870126e-05
Temp_Warm,Weather_Moderate,0.10448026622942785,0.10217420682916034,17402.502139210847,17422.757755056733,1.4154526263344021e-10,0.024257140604511822
Temp_Warm,Sonntag,0.10390532571463451,0.10159778578085243,17403.252418380118,17423.508034226004,7.557239847698616e-11,6.688991854165418e-20
Temp_Warm,Dienstag,0.10384301787595174,0.10153531749279976,17403.3336992239,17423.589315069785,8.725463851311117e-11,0.039301367907597376
Brot,Temp_Cold,0.10373791240113972,0.10142994136011263,17403.470796962112,17423.726412808,6.47546325929007e-14,9.459918221277392e-11
Temp_Warm,Wind_Moderate,0.10368582928288306,0.10137772412223811,17403.538727310937,17423.794343156824,1.1874751910256773e-10,0.0443403410750297
Temp_Warm,Cloud_Cloudy,0.10348374591925857,0.10117512037226961,17403.802260827335,17424.05787667322,4.216949823836233e-09,0.05183658128733714
Brot,Temp_Cold,0.10341484419105551,0.10110604121472355,17403.892100832887,17424.147716678774,1.3043830065630887e-08,3.04508984062027e-12
Brot,Temp_Mild,0.10340039665541856,0.10109155647513213,17403.91093789814,17424.166553744028,2.3525519806049557e-12,1.6129576502850911e-06
Temp_Warm,Cloud_Partly_Cloudy,0.10282169299101651,0.10051136258670157,17404.66521701291,17424.920832858796,1.4995493753361738e-10,0.08741195826882935
Temp_Warm,KielerWoche,0.10255314804639415,0.10024212611003291,17405.015071734422,17425.27068758031,1.56829977753155e-10,0.10870879059686855
Konditorei,Temp_Warm,0.10230731917135827,0.09999566419926742,17405.33524067,17425.590856515886,2.3566125126566686e-13,3.5733089601954385e-13
Temp_Warm,Sonntag,0.10205916448144914,0.09974687048440567,17405.65834984758,17425.913965693468,4.321860348763004e-11,1.6961449526481862e-19
Temp_Warm,Wind_Light,0.10183472699450036,0.09952185504684674,17405.950501210315,17426.2061170562,6.748341895982133e-11,0.20017957510790232
Temp_Warm,Freitag,0.10164423995750305,0.09933087748529068,17406.198401839352,17426.45401768524,6.509052255497806e-11,0.2377109999488436
Temp_Warm,Wind_Strong,0.1016164126440453,0.099302978513515,17406.234612021402,17426.49022786729,1.4378763178062943e-10,0.24387631162895632
Temp_Warm,Sonntag,0.10161207008750373,0.09929862477442442,17406.24026265483,17426.495878500715,2.2241593613170364e-10,3.3379314100970755e-19
Temp_Warm,Sonntag,0.1005681015291664,0.09902533669473967,17405.597906354826,17420.789618239243,7.704258499390449e-11,2.0750833165480009e-19
Temp_Warm,Weather_Good,0.10118946142159857,0.09887492784586027,17406.79004004248,17427.045655888367,5.962059704163987e-11,0.36967502737750935
Temp_Warm,Montag,0.10116791285457927,0.09885332378896883,17406.818065940937,17427.073681786824,1.039758949462198e-10,0.37810977019056036
Saisonbrot,Temp_Warm,0.10112314783373,0.09880844349338769,17406.876284830814,17427.1319006767,0.39652343740787066,2.5394412706123785e-10
Temp_Warm,Donnerstag,0.10111994335193153,0.09880523075970482,17406.880452289945,17427.13606813583,6.96307114201697e-11,0.3978904536676493
Temp_Warm,Cloud_Clear,0.10078184619400099,0.09846626296531602,17407.32006741217,17427.575683258056,4.618862082415916e-10,0.5988264971188184
Temp_Warm,Weather_Severe,0.10074395012629878,0.09842826931117343,17407.369331953254,17427.62494779914,8.773698420309299e-11,0.6332385866788548
Temp_Warm,Sonntag,0.1006639267585222,0.09834803987463858,17407.47335477843,17427.728970624317,7.435023033143912e-11,2.3609416460811043e-19
Temp_Warm,Weather_Light_Issues,0.1005722225163499,0.09825609948420322,17407.592550257203,17427.84816610309,1.5888441108581634e-10,0.9417708089302598
Brot,Temp_Cold,0.10057066952533267,0.09825454249406751,17407.59456870157,17427.850184547457,7.62296489676295e-12,1.9611562123481406e-11
Brot,Temp_Cold,0.10043398166226669,0.098117502645088,17407.77221019724,17428.027826043126,6.446294559623085e-12,1.6104255555693866e-11
Brot,Temp_Warm,0.10035242153380497,0.09803573249054442,17407.8781940453,17428.133809891187,2.572603478650363e-17,8.95768834023127e-10
Brot,Temp_Very_Cold,0.10000564664693212,0.09768806462113022,17408.32870571721,17428.584321563096,3.800909481425249e-11,0.00047641627859186996
Konditorei,Temp_Cold,0.10000292182837511,0.0976853327858731,17408.332244970607,17428.587860816493,4.902723587682255e-13,3.9461159842497953e-17
Brot,Temp_Cold,0.09971058671791933,0.09739224488114151,17408.71189537486,17428.967511220748,2.1263460186710088e-13,2.2355674147336704e-11
